Nacional;Comunidades y Ciudades Autónomas;Covid-19;Sexo;Semana de defunción;Total
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;Total;3
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM01;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM02;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM03;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM04;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM05;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM06;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM07;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM08;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM09;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM10;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM11;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM12;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM13;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM14;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM15;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM16;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM17;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM18;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM19;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM20;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM21;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM22;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM23;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM24;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM25;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM26;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM27;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM28;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM29;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM30;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM31;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM32;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM33;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM34;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM35;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM36;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM37;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM38;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM39;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM40;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM41;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM42;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM43;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM44;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM45;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM46;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM47;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM48;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM49;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM50;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM51;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM52;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Total;2021SM53;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;Total;2
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM01;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM02;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM03;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM04;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM05;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM06;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM07;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM08;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM09;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM10;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM11;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM12;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM13;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM14;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM15;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM16;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM17;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM18;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM19;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM20;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM21;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM22;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM23;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM24;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM25;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM26;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM27;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM28;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM29;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM30;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM31;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM32;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM33;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM34;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM35;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM36;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM37;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM38;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM39;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM40;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM41;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM42;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM43;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM44;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM45;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM46;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM47;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM48;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM49;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM50;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM51;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM52;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM53;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM01;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM02;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM03;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM04;1
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM05;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM06;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM07;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM08;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM09;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM10;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM11;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM12;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM13;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM14;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM15;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM16;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM17;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM18;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM19;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM20;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM21;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM22;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM23;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM24;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM25;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM26;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM27;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM28;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM29;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM30;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM31;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM32;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM33;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM34;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM35;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM36;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM37;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM38;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM39;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM40;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM41;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM42;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM43;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM44;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM45;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM46;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM47;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM48;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM49;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM50;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM51;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM52;0
Total Nacional;05 Canarias;Covid-19 Virus no identificado (sospechoso);Mujeres;2021SM53;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;Total;2
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM01;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM02;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM03;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM04;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM05;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM06;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM07;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM08;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM09;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM10;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM11;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM12;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM13;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM14;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM15;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM16;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM17;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM18;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM19;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM20;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM21;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM22;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM23;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM24;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM25;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM26;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM27;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM28;1
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM29;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM30;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM31;1
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM32;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM33;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM34;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM35;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM36;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM37;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM38;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM39;0
Total Nacional;05 Canarias;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM40;0
